backend,nv,polynomial_length,backend_rate_inv,code_rate_log,security_bits,query_count,query_policy,workers,cores_per_worker,commit_ms,open_ms,verify_ms,proof_bytes,commitment_bytes,communication_bytes,verifier_communication_bytes,scheme_reported_communication_bytes,communication_basis,network_bytes,verified,failure_reason,source_rev,source_url,license,field,hash,opening,backend_source,security_target_bits,security_effective_bits,security_exact,query_count_semantics
deepfold,21,2097152,2,1,100,100,unknown,2,10,1425.979300,522.148300,89.124500,703008,3980,710984,703008,0,master_worker_sent_recv,710984,true,,e4245da33690a9e2afe8f0c1e237b2edde88f6ba,https://github.com/paulguoyanpei/deepfold-bench,NO_LICENSE_FILE_IN_REPOSITORY,Mersenne61Ext,Blake3,protocol11,deepfold-bench-v0.1-paper-artifact,100,100,true,paper-backed-protocol11-artifact
