scheme,backend,backend_rate_inv,runner,opening,workers,nv,polynomial_length,commit_ms,open_ms,verify_ms,prover_ms,proof_kib,communication_kib,verifier_communication_kib,scheme_reported_communication_kib,communication_basis,communication_cost_kib,communication_cost_basis,communication_bytes,verifier_communication_bytes,scheme_reported_communication_bytes,network_commit_bytes,network_open_bytes,network_bytes,paper_worker_commit_max_ms,paper_worker_commit_sum_ms,paper_worker_open_max_ms,paper_worker_open_sum_ms,paper_master_assemble_ms,paper_worker_verify_max_ms,paper_worker_verify_sum_ms,paper_master_verify_ms,paper_batch_claim_ms,paper_batch_sumcheck_ms,paper_batch_combined_open_ms,paper_batch_merkle_ms,paper_batch_verify_ms,paper_individual_worker_proof_count,paper_batched_proof_count,worker_local_compute_ms,end_to_end_open_proof_ms,worker_local_speedup,end_to_end_open_speedup,batch_claim_count,batch_open_ms,batch_verify_ms,batch_proof_bytes,effective_query_count,column_query_count,pcs_query_count,query_security_bits,algebraic_security_bits,query_count_semantics,query_count_target,host_logical_cores,max_workers,cores_per_worker,backend_source,field,hash,code_rate_log,security_target_bits,security_effective_bits,security_exact,source_rev,verified,failure_reason,source
depcs-basefold-paper-protocol11,basefold,8,paper-network-protocol11,protocol11,2,21,2097152,2934.0525,2437.0496,705.4272,5371.1021,1022.109375,1030.4921875,1022.109375,,master_worker_sent_recv,1030.4921875,master_worker_sent_recv,1055224.0,1046640.0,,4324.0,1050900.0,1055224.0,2933.6026,5503.1038,2422.0455,4839.4306,11.4099,693.0297,1379.4801,705.4154,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2934.0525,2437.0496,1.0,1.0,4.0,2437.0496,705.4272,1042356.0,121.0,121.0,121.0,100.0,122.0,paper-backed-protocol11-artifact,121,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,100,true,e4245da33690a9e2afe8f0c1e237b2edde88f6ba,1,,C:\Projects\pq_dSNARK\results\depcs-fiveway-paper-protocol11-batch-audit-nv18-24-w2\pcs-bench-1782400233552; pcs_queries_requested=1; master_RAYON_NUM_THREADS=20; worker_process_RAYON_NUM_THREADS=10; PQ_CORES_PER_WORKER=10; query_count_semantics=paper-backed-protocol11-artifact
depcs-basefold-paper-protocol11,basefold,8,paper-network-protocol11,protocol11,2,22,4194304,9742.1474,4999.0636,1378.0285,14741.211,1147.71875,1156.3046875,1147.71875,,master_worker_sent_recv,1156.3046875,master_worker_sent_recv,1184056.0,1175264.0,,4420.0,1179636.0,1184056.0,9741.4429,18055.9692,4983.9898,9952.5484,12.509,1363.6422,2717.8799,1378.0168,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9742.1474,4999.0636,1.0,1.0,4.0,4999.0636,1378.0285,1170884.0,121.0,121.0,121.0,100.0,122.0,paper-backed-protocol11-artifact,121,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,100,true,e4245da33690a9e2afe8f0c1e237b2edde88f6ba,1,,C:\Projects\pq_dSNARK\results\depcs-fiveway-paper-protocol11-batch-audit-nv18-24-w2\pcs-bench-1782400240906; pcs_queries_requested=1; master_RAYON_NUM_THREADS=20; worker_process_RAYON_NUM_THREADS=10; PQ_CORES_PER_WORKER=10; query_count_semantics=paper-backed-protocol11-artifact
depcs-basefold-paper-protocol11,basefold,8,paper-network-protocol11,protocol11,2,23,8388608,23967.5664,12604.9755,1285.0413,36572.5419,1283.84375,1292.6328125,1283.84375,,master_worker_sent_recv,1292.6328125,master_worker_sent_recv,1323656.0,1314656.0,,4516.0,1319140.0,1323656.0,23966.8595,47495.4977,12593.0776,24970.1387,8.8785,1275.3169,2542.8556,1285.0333,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23967.5664,12604.9755,1.0,1.0,4.0,12604.9755,1285.0413,1310180.0,121.0,121.0,121.0,100.0,122.0,paper-backed-protocol11-artifact,121,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,100,true,e4245da33690a9e2afe8f0c1e237b2edde88f6ba,1,,C:\Projects\pq_dSNARK\results\depcs-fiveway-paper-protocol11-batch-audit-nv18-24-w2\pcs-bench-1782400258370; pcs_queries_requested=1; master_RAYON_NUM_THREADS=20; worker_process_RAYON_NUM_THREADS=10; PQ_CORES_PER_WORKER=10; query_count_semantics=paper-backed-protocol11-artifact
depcs-basefold-paper-protocol11,basefold,8,paper-network-protocol11,protocol11,2,24,16777216,62414.7731,51416.3987,5525.2253,113831.1718,1420.3125,1429.3046875,1420.3125,,master_worker_sent_recv,1429.3046875,master_worker_sent_recv,1463608.0,1454400.0,,4612.0,1458996.0,1463608.0,62411.8176,124789.5667,51399.831,99075.0353,10.0669,5506.622,11003.2739,5525.2155,0.0,0.0,0.0,0.0,0.0,2.0,2.0,62414.7731,51416.3987,1.0,1.0,4.0,51416.3987,5525.2253,1449828.0,121.0,121.0,121.0,100.0,122.0,paper-backed-protocol11-artifact,121,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,100,true,e4245da33690a9e2afe8f0c1e237b2edde88f6ba,1,,C:\Projects\pq_dSNARK\results\depcs-fiveway-paper-protocol11-batch-audit-nv18-24-w2\pcs-bench-1782400298082; pcs_queries_requested=1; master_RAYON_NUM_THREADS=20; worker_process_RAYON_NUM_THREADS=10; PQ_CORES_PER_WORKER=10; query_count_semantics=paper-backed-protocol11-artifact
depcs-deepfold-paper-protocol11-batch,deepfold,2,paper-network-protocol11-batch,protocol11-batch,2,18,262144,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,,unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,query-unified,1,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,1,100,0,false,deepfold-bench-v0.1,blocked,"batch_unavailable_deepfold_artifact_native_batch_api_missing: LigeSIS batch/multi-open requires ark_ff::PrimeField + HasQuadraticExtension, while paper dePCS uses DeepFold artifact Mersenne61Ext/RandomOracle/Merkle; refusing to swap backend or use digest-only Protocol10/11 placeholders",blocked fair-sequential row
depcs-deepfold-paper-protocol11-batch,deepfold,2,paper-network-protocol11-batch,protocol11-batch,2,19,524288,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,,unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,query-unified,1,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,1,100,0,false,deepfold-bench-v0.1,blocked,"batch_unavailable_deepfold_artifact_native_batch_api_missing: LigeSIS batch/multi-open requires ark_ff::PrimeField + HasQuadraticExtension, while paper dePCS uses DeepFold artifact Mersenne61Ext/RandomOracle/Merkle; refusing to swap backend or use digest-only Protocol10/11 placeholders",blocked fair-sequential row
depcs-deepfold-paper-protocol11-batch,deepfold,2,paper-network-protocol11-batch,protocol11-batch,2,20,1048576,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,,unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,query-unified,1,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,1,100,0,false,deepfold-bench-v0.1,blocked,"batch_unavailable_deepfold_artifact_native_batch_api_missing: LigeSIS batch/multi-open requires ark_ff::PrimeField + HasQuadraticExtension, while paper dePCS uses DeepFold artifact Mersenne61Ext/RandomOracle/Merkle; refusing to swap backend or use digest-only Protocol10/11 placeholders",blocked fair-sequential row
depcs-deepfold-paper-protocol11-batch,deepfold,2,paper-network-protocol11-batch,protocol11-batch,2,21,2097152,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,,unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,query-unified,1,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,1,100,0,false,deepfold-bench-v0.1,blocked,"batch_unavailable_deepfold_artifact_native_batch_api_missing: LigeSIS batch/multi-open requires ark_ff::PrimeField + HasQuadraticExtension, while paper dePCS uses DeepFold artifact Mersenne61Ext/RandomOracle/Merkle; refusing to swap backend or use digest-only Protocol10/11 placeholders",blocked fair-sequential row
depcs-deepfold-paper-protocol11-batch,deepfold,2,paper-network-protocol11-batch,protocol11-batch,2,22,4194304,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,,unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,query-unified,1,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,1,100,0,false,deepfold-bench-v0.1,blocked,"batch_unavailable_deepfold_artifact_native_batch_api_missing: LigeSIS batch/multi-open requires ark_ff::PrimeField + HasQuadraticExtension, while paper dePCS uses DeepFold artifact Mersenne61Ext/RandomOracle/Merkle; refusing to swap backend or use digest-only Protocol10/11 placeholders",blocked fair-sequential row
depcs-deepfold-paper-protocol11-batch,deepfold,2,paper-network-protocol11-batch,protocol11-batch,2,23,8388608,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,,unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,query-unified,1,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,1,100,0,false,deepfold-bench-v0.1,blocked,"batch_unavailable_deepfold_artifact_native_batch_api_missing: LigeSIS batch/multi-open requires ark_ff::PrimeField + HasQuadraticExtension, while paper dePCS uses DeepFold artifact Mersenne61Ext/RandomOracle/Merkle; refusing to swap backend or use digest-only Protocol10/11 placeholders",blocked fair-sequential row
depcs-deepfold-paper-protocol11-batch,deepfold,2,paper-network-protocol11-batch,protocol11-batch,2,24,16777216,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,,unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,query-unified,1,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,1,100,0,false,deepfold-bench-v0.1,blocked,"batch_unavailable_deepfold_artifact_native_batch_api_missing: LigeSIS batch/multi-open requires ark_ff::PrimeField + HasQuadraticExtension, while paper dePCS uses DeepFold artifact Mersenne61Ext/RandomOracle/Merkle; refusing to swap backend or use digest-only Protocol10/11 placeholders",blocked fair-sequential row
depcs-basefold-paper-protocol11-batch,basefold,8,paper-network-protocol11-batch,protocol11-batch,2,18,262144,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,,unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,query-unified,1,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,0,false,deepfold-bench-v0.1,blocked,batch_unavailable_basefold_artifact_no_batch_api: BaseFold artifact exposes only single-polynomial prove/verify; refusing to emulate batch with individual worker proofs,blocked fair-sequential row
depcs-basefold-paper-protocol11-batch,basefold,8,paper-network-protocol11-batch,protocol11-batch,2,19,524288,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,,unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,query-unified,1,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,0,false,deepfold-bench-v0.1,blocked,batch_unavailable_basefold_artifact_no_batch_api: BaseFold artifact exposes only single-polynomial prove/verify; refusing to emulate batch with individual worker proofs,blocked fair-sequential row
depcs-basefold-paper-protocol11-batch,basefold,8,paper-network-protocol11-batch,protocol11-batch,2,20,1048576,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,,unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,query-unified,1,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,0,false,deepfold-bench-v0.1,blocked,batch_unavailable_basefold_artifact_no_batch_api: BaseFold artifact exposes only single-polynomial prove/verify; refusing to emulate batch with individual worker proofs,blocked fair-sequential row
depcs-basefold-paper-protocol11-batch,basefold,8,paper-network-protocol11-batch,protocol11-batch,2,21,2097152,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,,unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,query-unified,1,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,0,false,deepfold-bench-v0.1,blocked,batch_unavailable_basefold_artifact_no_batch_api: BaseFold artifact exposes only single-polynomial prove/verify; refusing to emulate batch with individual worker proofs,blocked fair-sequential row
depcs-basefold-paper-protocol11-batch,basefold,8,paper-network-protocol11-batch,protocol11-batch,2,22,4194304,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,,unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,query-unified,1,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,0,false,deepfold-bench-v0.1,blocked,batch_unavailable_basefold_artifact_no_batch_api: BaseFold artifact exposes only single-polynomial prove/verify; refusing to emulate batch with individual worker proofs,blocked fair-sequential row
depcs-basefold-paper-protocol11-batch,basefold,8,paper-network-protocol11-batch,protocol11-batch,2,23,8388608,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,,unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,query-unified,1,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,0,false,deepfold-bench-v0.1,blocked,batch_unavailable_basefold_artifact_no_batch_api: BaseFold artifact exposes only single-polynomial prove/verify; refusing to emulate batch with individual worker proofs,blocked fair-sequential row
depcs-basefold-paper-protocol11-batch,basefold,8,paper-network-protocol11-batch,protocol11-batch,2,24,16777216,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,,unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,query-unified,1,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,0,false,deepfold-bench-v0.1,blocked,batch_unavailable_basefold_artifact_no_batch_api: BaseFold artifact exposes only single-polynomial prove/verify; refusing to emulate batch with individual worker proofs,blocked fair-sequential row
LigeSIS dLigesis,ligesis,0,local,dligesis,2,18,262144,66.037,308.311,14.498,374.34799999999996,218.51,,218.51,28006.4,scheme_native_reported,28006.4,scheme_native_reported,,223754.24,28678553.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=5; base_mu=14; query_count_semantics=scheme-native-ligesis
