scheme,backend,backend_rate_inv,runner,opening,workers,nv,polynomial_length,commit_ms,open_ms,verify_ms,prover_ms,proof_kib,communication_kib,verifier_communication_kib,scheme_reported_communication_kib,communication_basis,communication_cost_kib,communication_cost_basis,communication_bytes,verifier_communication_bytes,scheme_reported_communication_bytes,network_commit_bytes,network_open_bytes,network_bytes,paper_worker_commit_max_ms,paper_worker_commit_sum_ms,paper_worker_open_max_ms,paper_worker_open_sum_ms,paper_master_assemble_ms,paper_worker_verify_max_ms,paper_worker_verify_sum_ms,paper_master_verify_ms,paper_batch_claim_ms,paper_batch_sumcheck_ms,paper_batch_combined_open_ms,paper_batch_merkle_ms,paper_batch_verify_ms,paper_individual_worker_proof_count,paper_batched_proof_count,worker_local_compute_ms,end_to_end_open_proof_ms,worker_local_speedup,end_to_end_open_speedup,batch_claim_count,batch_open_ms,batch_verify_ms,batch_proof_bytes,effective_query_count,column_query_count,pcs_query_count,query_security_bits,algebraic_security_bits,query_count_semantics,query_count_target,host_logical_cores,max_workers,cores_per_worker,backend_source,field,hash,code_rate_log,security_target_bits,security_effective_bits,security_exact,source_rev,verified,failure_reason,source
LigeSIS dLigesis,ligesis,0,local,dligesis,2,18,262144,84.202,320.54,14.221,404.742,218.51,,218.51,28006.4,scheme_native_reported,28006.4,scheme_native_reported,,223754.24,28678553.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=5; base_mu=14; query_count_semantics=scheme-native-ligesis
LigeSIS dLigesis,ligesis,0,local,dligesis,2,19,524288,127.638,331.411,19.09,459.049,222.26,,222.26,38717.44,scheme_native_reported,38717.44,scheme_native_reported,,227594.24,39646658.56,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=5; base_mu=14; query_count_semantics=scheme-native-ligesis
LigeSIS dLigesis,ligesis,0,local,dligesis,2,20,1048576,202.852,594.338,28.174,797.1899999999999,241.47,,241.47,55941.12,scheme_native_reported,55941.12,scheme_native_reported,,247265.28,57283706.88,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=6; base_mu=15; query_count_semantics=scheme-native-ligesis
LigeSIS dLigesis,ligesis,0,local,dligesis,2,21,2097152,328.49,658.181,38.408,986.671,245.3,,245.3,77373.44,scheme_native_reported,77373.44,scheme_native_reported,,251187.2,79230402.56,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=6; base_mu=15; query_count_semantics=scheme-native-ligesis
LigeSIS dLigesis,ligesis,0,local,dligesis,2,22,4194304,493.225,1223.617,55.55,1716.842,265.57,,265.57,111831.04,scheme_native_reported,111831.04,scheme_native_reported,,271943.68,114514984.96,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=7; base_mu=16; query_count_semantics=scheme-native-ligesis
LigeSIS dLigesis,ligesis,0,local,dligesis,2,23,8388608,984.825,1389.442,79.479,2374.267,269.48999999999995,,269.48999999999995,154716.16,scheme_native_reported,154716.16,scheme_native_reported,,275957.75999999995,158429347.84,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=7; base_mu=16; query_count_semantics=scheme-native-ligesis
LigeSIS dLigesis,ligesis,0,local,dligesis,2,24,16777216,1609.093,2522.542,115.565,4131.635,290.82,,290.82,223621.12,scheme_native_reported,223621.12,scheme_native_reported,,297799.68,228988026.88,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=8; base_mu=17; query_count_semantics=scheme-native-ligesis
dFRIttata-PCS,frittata,0,local,dfrittata,2,18,262144,130.07,3.359,8.525,133.429,976.02,,976.02,4372.306640625,scheme_native_reported,4372.306640625,scheme_native_reported,,999444.48,4477242.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,282.0,,282.0,,,scheme-native-external,282,20,2,10,vendored-frittata-native,,,0,0,0,unknown,,1,,local dFRIttata-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=282.0; query_count_semantics=scheme-native-external
dFRIttata-PCS,frittata,0,local,dfrittata,2,19,524288,259.075,3.923,9.599,262.998,1116.759,,1116.759,8492.962890625,scheme_native_reported,8492.962890625,scheme_native_reported,,1143561.216,8696794.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,282.0,,282.0,,,scheme-native-external,282,20,2,10,vendored-frittata-native,,,0,0,0,unknown,,1,,local dFRIttata-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=282.0; query_count_semantics=scheme-native-external
dFRIttata-PCS,frittata,0,local,dfrittata,2,20,1048576,525.378,5.069,11.251,530.447,1267.948,,1267.948,16713.181640625,scheme_native_reported,16713.181640625,scheme_native_reported,,1298378.752,17114298.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,282.0,,282.0,,,scheme-native-external,282,20,2,10,vendored-frittata-native,,,0,0,0,unknown,,1,,local dFRIttata-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=282.0; query_count_semantics=scheme-native-external
dFRIttata-PCS,frittata,0,local,dfrittata,2,21,2097152,1072.11,8.074,11.555,1080.184,1428.195,,1428.195,33124.275390625,scheme_native_reported,33124.275390625,scheme_native_reported,,1462471.68,33919258.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,282.0,,282.0,,,scheme-native-external,282,20,2,10,vendored-frittata-native,,,0,0,0,unknown,,1,,local dFRIttata-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=282.0; query_count_semantics=scheme-native-external
dFRIttata-PCS,frittata,0,local,dfrittata,2,22,4194304,2128.431,11.896,12.949,2140.327,1592.704,,1592.704,65918.306640625,scheme_native_reported,65918.306640625,scheme_native_reported,,1630928.896,67500346.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,282.0,,282.0,,,scheme-native-external,282,20,2,10,vendored-frittata-native,,,0,0,0,unknown,,1,,local dFRIttata-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=282.0; query_count_semantics=scheme-native-external
dFRIttata-PCS,frittata,0,local,dfrittata,2,23,8388608,4273.004,25.89,13.486,4298.894,1765.604,,1765.604,131477.462890625,scheme_native_reported,131477.462890625,scheme_native_reported,,1807978.496,134632922.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,282.0,,282.0,,,scheme-native-external,282,20,2,10,vendored-frittata-native,,,0,0,0,unknown,,1,,local dFRIttata-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=282.0; query_count_semantics=scheme-native-external
dFRIttata-PCS,frittata,0,local,dfrittata,2,24,16777216,8720.418,43.899,15.853,8764.317,1966.785,,1966.785,262578.181640625,scheme_native_reported,262578.181640625,scheme_native_reported,,2013987.84,268880058.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,282.0,,282.0,,,scheme-native-external,282,20,2,10,vendored-frittata-native,,,0,0,0,unknown,,1,,local dFRIttata-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=282.0; query_count_semantics=scheme-native-external
dPIP-FRI-PCS,pip-fri,0,local,depipfri,2,18,262144,50.705,19.038,1.51,69.743,135.27,,135.27,4292.39453125,scheme_native_reported,4292.39453125,scheme_native_reported,,138516.48,4395412.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,50.0,,50.0,,,scheme-native-external,50,20,2,10,vendored-dpip-fri-native,,,0,0,0,unknown,,1,,local dPIP-FRI-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=50.0; query_count_semantics=scheme-native-external
dPIP-FRI-PCS,pip-fri,0,local,depipfri,2,19,524288,98.926,33.673,1.76,132.599,161.3,,161.3,8538.98828125,scheme_native_reported,8538.98828125,scheme_native_reported,,165171.2,8743924.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,50.0,,50.0,,,scheme-native-external,50,20,2,10,vendored-dpip-fri-native,,,0,0,0,unknown,,1,,local dPIP-FRI-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=50.0; query_count_semantics=scheme-native-external
dPIP-FRI-PCS,pip-fri,0,local,depipfri,2,20,1048576,196.666,61.384,2.253,258.05,183.23,,183.23,16995.30078125,scheme_native_reported,16995.30078125,scheme_native_reported,,187627.52,17403188.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,50.0,,50.0,,,scheme-native-external,50,20,2,10,vendored-dpip-fri-native,,,0,0,0,unknown,,1,,local dPIP-FRI-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=50.0; query_count_semantics=scheme-native-external
dPIP-FRI-PCS,pip-fri,0,local,depipfri,2,21,2097152,432.316,116.968,2.576,549.284,214.61,,214.61,33910.51953125,scheme_native_reported,33910.51953125,scheme_native_reported,,219760.64,34724372.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,50.0,,50.0,,,scheme-native-external,50,20,2,10,vendored-dpip-fri-native,,,0,0,0,unknown,,1,,local dPIP-FRI-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=50.0; query_count_semantics=scheme-native-external
dPIP-FRI-PCS,pip-fri,0,local,depipfri,2,22,4194304,814.402,233.604,2.514,1048.006,243.11,,243.11,67723.95703125,scheme_native_reported,67723.95703125,scheme_native_reported,,248944.64,69349332.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,50.0,,50.0,,,scheme-native-external,50,20,2,10,vendored-dpip-fri-native,,,0,0,0,unknown,,1,,local dPIP-FRI-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=50.0; query_count_semantics=scheme-native-external
dPIP-FRI-PCS,pip-fri,0,local,depipfri,2,23,8388608,1891.029,468.03,2.838,2359.059,287.02,,287.02,135333.39453125,scheme_native_reported,135333.39453125,scheme_native_reported,,293908.48,138581396.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,50.0,,50.0,,,scheme-native-external,50,20,2,10,vendored-dpip-fri-native,,,0,0,0,unknown,,1,,local dPIP-FRI-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=50.0; query_count_semantics=scheme-native-external
dPIP-FRI-PCS,pip-fri,0,local,depipfri,2,24,16777216,3413.878,509.506,3.467,3923.384,334.39,,334.39,266414.89453125,scheme_native_reported,266414.89453125,scheme_native_reported,,342415.36,272808852.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,50.0,,50.0,,,scheme-native-external,50,20,2,10,vendored-dpip-fri-native,,,0,0,0,unknown,,1,,local dPIP-FRI-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=50.0; query_count_semantics=scheme-native-external
