scheme,backend,backend_rate_inv,runner,opening,workers,nv,polynomial_length,commit_ms,open_ms,verify_ms,prover_ms,proof_kib,communication_kib,verifier_communication_kib,scheme_reported_communication_kib,communication_basis,communication_cost_kib,communication_cost_basis,communication_bytes,verifier_communication_bytes,scheme_reported_communication_bytes,network_commit_bytes,network_open_bytes,network_bytes,paper_worker_commit_max_ms,paper_worker_commit_sum_ms,paper_worker_open_max_ms,paper_worker_open_sum_ms,paper_master_assemble_ms,paper_worker_verify_max_ms,paper_worker_verify_sum_ms,paper_master_verify_ms,paper_batch_claim_ms,paper_batch_sumcheck_ms,paper_batch_combined_open_ms,paper_batch_merkle_ms,paper_batch_verify_ms,paper_individual_worker_proof_count,paper_batched_proof_count,worker_local_compute_ms,end_to_end_open_proof_ms,worker_local_speedup,end_to_end_open_speedup,batch_claim_count,batch_open_ms,batch_verify_ms,batch_proof_bytes,effective_query_count,column_query_count,pcs_query_count,query_security_bits,algebraic_security_bits,query_count_semantics,query_count_target,host_logical_cores,max_workers,cores_per_worker,backend_source,field,hash,code_rate_log,security_target_bits,security_effective_bits,security_exact,source_rev,verified,failure_reason,source
depcs-basefold-paper-protocol11,basefold,8,paper-network-protocol11,protocol11,2,21,2097152,2664.3411,1300.4537,11.9333,3964.7948,1039.6484375,1033.6328125,1039.6484375,,master_worker_sent_recv,1033.6328125,master_worker_sent_recv,1058440.0,1064600.0,,4324.0,1054116.0,1058440.0,2664.0071,5327.6929,1291.8706,2569.4224,6.717,4.8588,9.7045,11.9295,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2664.3411,1300.4537,1.0,1.0,16.0,1300.4537,11.9333,1060316.0,121.0,121.0,121.0,100.0,122.0,paper-backed-protocol11-artifact,121,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,100,true,e4245da33690a9e2afe8f0c1e237b2edde88f6ba,1,,C:\Projects\pq_dSNARK\results\depcs-fiveway-lazycoset-protocol11-nv18-24-w2\pcs-bench-1782494822626; pcs_queries_requested=1; master_RAYON_NUM_THREADS=20; worker_process_RAYON_NUM_THREADS=10; PQ_CORES_PER_WORKER=10; query_count_semantics=paper-backed-protocol11-artifact
depcs-basefold-paper-protocol11,basefold,8,paper-network-protocol11,protocol11,2,22,4194304,5371.4719,2688.2927,13.7663,8059.7645999999995,1157.1015625,1150.7265625,1157.1015625,,master_worker_sent_recv,1150.7265625,master_worker_sent_recv,1178344.0,1184872.0,,4420.0,1173924.0,1178344.0,5371.1862,10732.5927,2678.1198,5328.5487,8.0587,5.441,10.5562,13.7627,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5371.4719,2688.2927,1.0,1.0,16.0,2688.2927,13.7663,1180492.0,121.0,121.0,121.0,100.0,122.0,paper-backed-protocol11-artifact,121,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,100,true,e4245da33690a9e2afe8f0c1e237b2edde88f6ba,1,,C:\Projects\pq_dSNARK\results\depcs-fiveway-lazycoset-protocol11-nv18-24-w2\pcs-bench-1782494827834; pcs_queries_requested=1; master_RAYON_NUM_THREADS=20; worker_process_RAYON_NUM_THREADS=10; PQ_CORES_PER_WORKER=10; query_count_semantics=paper-backed-protocol11-artifact
depcs-basefold-paper-protocol11,basefold,8,paper-network-protocol11,protocol11,2,23,8388608,11882.4323,6096.152,21.8465,17978.584300000002,1301.2265625,1294.4921875,1301.2265625,,master_worker_sent_recv,1294.4921875,master_worker_sent_recv,1325560.0,1332456.0,,4516.0,1321044.0,1325560.0,11882.0495,23646.5992,6086.2208,12093.4903,8.3977,12.4848,19.3332,21.8425,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11882.4323,6096.152,1.0,1.0,16.0,6096.152,21.8465,1327980.0,121.0,121.0,121.0,100.0,122.0,paper-backed-protocol11-artifact,121,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,100,true,e4245da33690a9e2afe8f0c1e237b2edde88f6ba,1,,C:\Projects\pq_dSNARK\results\depcs-fiveway-lazycoset-protocol11-nv18-24-w2\pcs-bench-1782494837123; pcs_queries_requested=1; master_RAYON_NUM_THREADS=20; worker_process_RAYON_NUM_THREADS=10; PQ_CORES_PER_WORKER=10; query_count_semantics=paper-backed-protocol11-artifact
depcs-basefold-paper-protocol11,basefold,8,paper-network-protocol11,protocol11,2,24,16777216,32556.982,23407.3256,19.9168,55964.3076,1436.0234375,1428.9296875,1436.0234375,,master_worker_sent_recv,1428.9296875,master_worker_sent_recv,1463224.0,1470488.0,,4612.0,1458612.0,1463224.0,32555.8755,62282.6842,23394.2188,46013.2988,9.2718,8.794,17.3961,19.9121,0.0,0.0,0.0,0.0,0.0,2.0,2.0,32556.982,23407.3256,1.0,1.0,16.0,23407.3256,19.9168,1465916.0,121.0,121.0,121.0,100.0,122.0,paper-backed-protocol11-artifact,121,20,2,10,deepfold-bench-v0.1-paper-artifact,Mersenne61Ext,Blake3,3,100,100,true,e4245da33690a9e2afe8f0c1e237b2edde88f6ba,1,,C:\Projects\pq_dSNARK\results\depcs-fiveway-lazycoset-protocol11-nv18-24-w2\pcs-bench-1782494856375; pcs_queries_requested=1; master_RAYON_NUM_THREADS=20; worker_process_RAYON_NUM_THREADS=10; PQ_CORES_PER_WORKER=10; query_count_semantics=paper-backed-protocol11-artifact
LigeSIS dLigesis,ligesis,0,local,dligesis,2,18,262144,67.226,302.596,14.461,369.822,218.51,,218.51,28006.4,scheme_native_reported,28006.4,scheme_native_reported,,223754.24,28678553.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=5; base_mu=14; query_count_semantics=scheme-native-ligesis
LigeSIS dLigesis,ligesis,0,local,dligesis,2,19,524288,148.082,351.986,19.209,500.068,222.26,,222.26,38717.44,scheme_native_reported,38717.44,scheme_native_reported,,227594.24,39646658.56,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=5; base_mu=14; query_count_semantics=scheme-native-ligesis
LigeSIS dLigesis,ligesis,0,local,dligesis,2,20,1048576,213.638,586.469,27.657,800.1070000000001,241.47,,241.47,55941.12,scheme_native_reported,55941.12,scheme_native_reported,,247265.28,57283706.88,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=6; base_mu=15; query_count_semantics=scheme-native-ligesis
LigeSIS dLigesis,ligesis,0,local,dligesis,2,21,2097152,325.358,685.239,38.458,1010.597,245.3,,245.3,77373.44,scheme_native_reported,77373.44,scheme_native_reported,,251187.2,79230402.56,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=6; base_mu=15; query_count_semantics=scheme-native-ligesis
LigeSIS dLigesis,ligesis,0,local,dligesis,2,22,4194304,493.726,1968.901,56.317,2462.627,265.57,,265.57,111831.04,scheme_native_reported,111831.04,scheme_native_reported,,271943.68,114514984.96,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=7; base_mu=16; query_count_semantics=scheme-native-ligesis
LigeSIS dLigesis,ligesis,0,local,dligesis,2,23,8388608,1045.705,1383.126,84.179,2428.831,269.48999999999995,,269.48999999999995,154716.16,scheme_native_reported,154716.16,scheme_native_reported,,275957.75999999995,158429347.84,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=7; base_mu=16; query_count_semantics=scheme-native-ligesis
LigeSIS dLigesis,ligesis,0,local,dligesis,2,24,16777216,1633.182,2496.886,115.111,4130.068,290.82,,290.82,223621.12,scheme_native_reported,223621.12,scheme_native_reported,,297799.68,228988026.88,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scheme-native-ligesis,0,20,2,10,vendored-ligesis-native,,,0,0,0,unknown,,1,,local LigeSIS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; log_m=8; base_mu=17; query_count_semantics=scheme-native-ligesis
dFRIttata-PCS,frittata,0,local,dfrittata,2,18,262144,133.079,3.37,8.408,136.449,980.352,,980.352,4373.0546875,scheme_native_reported,4373.0546875,scheme_native_reported,,1003880.448,4478008.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,282.0,,282.0,,,scheme-native-external,282,20,2,10,vendored-frittata-native,,,0,0,0,unknown,,1,,local dFRIttata-PCS run; party_RAYON_NUM_THREADS=10; total_party_processes=2; query_count=282.0; query_count_semantics=scheme-native-external
